content,aspect,sentiment,from,to
independently of the former president petitioners appealed the denial of their immunity defense but the court of appeals dismissed the appeal,petitioners,-1,38,49
independently of the former president petitioners appealed the denial of their immunity defense but the court of appeals dismissed the appeal,their,-1,73,78
petitioners appealed the denial of their immunity defense,petitioners,1,0,11
petitioners appealed the denial of their immunity defense,their,1,35,40
under the record in this case neither petitioner has made the requisite showing for absolute immunity,petitioner,-1,38,48
however the possibility that petitioners on remand can satisfy the proper standards is not foreclosed,petitioners,1,29,40
petitioners on remand can satisfy the proper standards,petitioners,1,0,11
petitioners are entitled to application of the qualified immunity standard that permits the defeat of insubstantial claims without resort to trial,petitioners,1,0,11
petitioners are entitled to application of the qualified immunity standard,petitioners,1,0,11
the case is remanded for the district courts reconsideration of the question whether respondents pretrial showings were insufficient to withstand petitioners motion for summary judgment,petitioners,1,146,157
the case is remanded for the district courts reconsideration of the question whether respondents pretrial showings were insufficient to withstand petitioners motion for summary judgment,respondents,-1,85,96
respondents pretrial showings were insufficient to withstand petitioners motion for summary judgment,petitioners,1,61,72
respondents pretrial showings were insufficient to withstand petitioners motion for summary judgment,respondents,-1,0,11
respondent avers that petitioners entered the conspiracy in their capacities as senior white house aides to former president richard m nixon,petitioners,1,22,33
respondent avers that petitioners entered the conspiracy in their capacities as senior white house aides to former president richard m nixon,their,1,60,65
respondent avers that petitioners entered the conspiracy in their capacities as senior white house aides to former president richard m nixon,respondent,-1,0,10
petitioners entered the conspiracy in their capacities as senior white house aides to former president richard m nixon,petitioners,-1,0,11
respondent claims that harlow joined the conspiracy in his role as the presidential aide principally responsible for congressional relations,harlow,-1,23,29
